0.000000000000000000e+00,-6.500000000000000000e+01
5.025125628140703071e-01,-6.061593035649463701e+01
1.005025125628140614e+00,-5.611344468536969998e+01
1.507537688442210921e+00,-4.700146534621724470e+01
2.010050251256281229e+00,2.831091715216883742e+01
2.512562814070351536e+00,2.861848793980274408e+01
3.015075376884421843e+00,3.299882959606557531e+00
3.517587939698492150e+00,-2.043870574480874325e+01
4.020100502512562457e+00,-4.334881093856465384e+01
4.522613065326632764e+00,-7.170932743337675674e+01
5.025125628140703071e+00,-7.506343599354144658e+01
5.527638190954773378e+00,-7.461236660876295446e+01
6.030150753768843686e+00,-7.402926278549030314e+01
6.532663316582913993e+00,-7.334971008214949961e+01
7.035175879396984300e+00,-7.257661084564661280e+01
7.537688442211054607e+00,-7.171530046467259467e+01
8.040201005025124914e+00,-7.077857121061022383e+01
8.542713567839195221e+00,-6.978266540029284215e+01
9.045226130653265528e+00,-6.874510137333246007e+01
9.547738693467335835e+00,-6.768514489336288875e+01
1.005025125628140614e+01,-6.662228637822963151e+01
1.055276381909547645e+01,-6.557342122518910799e+01
1.105527638190954676e+01,-6.455017262730989103e+01
1.155778894472361706e+01,-6.355558162832809899e+01
1.206030150753768737e+01,-6.259317084334919201e+01
1.256281407035175768e+01,-6.166172486512174800e+01
1.306532663316582799e+01,-6.073836909542620077e+01
1.356783919597989829e+01,-5.981009793763094962e+01
1.407035175879396860e+01,-5.884606006638160380e+01
1.457286432160803891e+01,-5.777716470327406739e+01
1.507537688442210921e+01,-5.644067266335773070e+01
1.557788944723617952e+01,-5.450692989265179023e+01
1.608040201005024983e+01,-5.056075622389906243e+01
1.658291457286431836e+01,-3.418157903914963924e+01
1.708542713567839044e+01,3.072906872037717818e+01
1.758793969849246253e+01,8.686282472655401321e+00
1.809045226130653106e+01,-1.670796214951863234e+01
1.859296482412059959e+01,-3.957578225621519152e+01
1.909547738693467167e+01,-6.817349842617223032e+01
1.959798994974874375e+01,-7.490701965650953298e+01
2.010050251256281229e+01,-7.453213415299543954e+01
2.060301507537688082e+01,-7.393770678655873496e+01
2.110552763819095290e+01,-7.324511472195148087e+01
2.160804020100502498e+01,-7.245920082581196198e+01
2.211055276381909351e+01,-7.158786919031929585e+01
2.261306532663316204e+01,-7.063939390250293116e+01
2.311557788944723413e+01,-6.963377876855240345e+01
2.361809045226130621e+01,-6.859173965140992379e+01
2.412060301507537474e+01,-6.752814246065891268e+01
2.462311557788944327e+01,-6.646488635106875620e+01
2.512562814070351536e+01,-6.541963334094735671e+01
2.562814070351758744e+01,-6.439822172952857215e+01
2.613065326633165597e+01,-6.341548370330214368e+01
2.663316582914572450e+01,-6.246324504385507481e+01
2.713567839195979658e+01,-6.154186372418756434e+01
2.763819095477386867e+01,-6.063146701609850453e+01
2.814070351758793720e+01,-5.971315007070364800e+01
2.864321608040200573e+01,-5.877412364420057855e+01
2.914572864321607781e+01,-5.773819157640161848e+01
2.964824120603014990e+01,-5.647595761332203068e+01
3.015075376884421843e+01,-5.460290843104986891e+01
3.065326633165828696e+01,-5.102990380457765696e+01
3.115577889447235904e+01,-3.729884937568075998e+01
3.165829145728643113e+01,3.028354998279641208e+01
3.216080402010049966e+01,1.067342077767019148e+01
3.266331658291456819e+01,-1.503123405822173808e+01
3.316582914572863672e+01,-3.789898529550411865e+01
3.366834170854271235e+01,-6.635941910020122236e+01
3.417085427135678088e+01,-7.488038642583357785e+01
3.467336683417084942e+01,-7.455800197507910809e+01
3.517587939698492505e+01,-7.396968335512562476e+01
3.567839195979899358e+01,-7.328139267112038624e+01
3.618090452261306211e+01,-7.249900804984591218e+01
3.668341708542713064e+01,-7.163154683362986930e+01
3.718592964824119917e+01,-7.068859969923485664e+01
3.768844221105527481e+01,-6.969335874852494328e+01
3.819095477386934334e+01,-6.865364713422262355e+01
3.869346733668341187e+01,-6.759136956223656512e+01
3.919597989949748751e+01,-6.652679492700568176e+01
3.969849246231155604e+01,-6.547703072567315985e+01
4.020100502512562457e+01,-6.444964836690965626e+01
4.070351758793969310e+01,-6.346002554860148592e+01
4.120603015075376163e+01,-6.249670025896730863e+01
4.170854271356783727e+01,-6.157181437373917987e+01
4.221105527638190580e+01,-6.065436473182207067e+01
4.271356783919597433e+01,-5.973870932509851173e+01
4.321608040201004997e+01,-5.880111104420037549e+01
4.371859296482411850e+01,-5.776514288008711162e+01
4.422110552763818703e+01,-5.650487287172417439e+01
4.472361809045225556e+01,-5.463487356739956624e+01
4.522613065326632409e+01,-5.099864243922528573e+01
4.572864321608039972e+01,-3.718678038724205948e+01
4.623115577889446826e+01,3.032058597910632969e+01
4.673366834170853679e+01,1.062480397928322873e+01
4.723618090452261242e+01,-1.507889788173013557e+01
4.773869346733668095e+01,-3.796493647223555001e+01
4.824120603015074948e+01,-6.640790995352080017e+01
