Time2,Vm2,Cai2
169.66,-74.205571289344,0.000116646373040116
170.66,-74.1998932973831,0.000116338321410248
171.66,-74.1942006404631,0.000116032425125346
172.66,-74.1884928923971,0.000115728668901042
173.66,-74.1827696288535,0.000115427037582911
174.66,-74.1770304273052,0.000115127516145471
175.66,-74.1712748669769,0.000114830089691179
176.66,-74.1655025287936,0.000114534743449449
177.66,-74.1597129953285,0.000114241462775665
178.66,-74.1539058507503,0.000113950233150205
179.66,-74.1480806807709,0.000113661040177475
180.66,-74.1422370725924,0.000113373869584947
181.66,-74.1363746148539,0.000113088707222203
182.66,-74.1304928975782,0.000112805539059988
183.66,-74.1245915121178,0.000112524351189269
184.66,-74.1186700511008,0.000112245129820302
185.66,-74.1127281083768,0.000111967861281704
186.66,-74.1067652789614,0.000111692532019535
187.66,-74.1007811589812,0.000111419128596383
188.66,-74.0947753456183,0.000111147637690457
189.66,-74.0887474370538,0.00011087804609469
190.66,-74.0826970324112,0.000110610340715844
191.66,-74.0766237316997,0.000110344508573626
192.66,-74.070527135756,0.000110080536799808
193.66,-74.0644068461864,0.000109818412637354
194.66,-74.0582624653084,0.000109558123439557
195.66,-74.052093596091,0.000109299656669179
196.66,-74.0458998420954,0.000109042999897596
197.66,-74.039680807414,0.00010878814080396
198.66,-74.0334360966098,0.000108535067174353
199.66,-74.0271653146547,0.000108283766900962
200.66,-74.0208680668671,0.000108034227981249
201.66,-74.0145439588488,0.000107786438517135
202.66,-74.0081925964218,0.00010754038671419
203.66,-74.0018135855631,0.000107296060880827
204.66,-73.9954065323406,0.000107053449427503
205.66,-73.9889710428462,0.00010681254086593
206.66,-73.9825067231301,0.000106573323808289
207.66,-73.9760131791327,0.000106335786966455
208.66,-73.9694900166165,0.000106099919151223
209.66,-73.9629368410973,0.000105865709271543
210.66,-73.9563532577741,0.000105633146333768
211.66,-73.9497388714581,0.000105402219440897
212.66,-73.9430932865011,0.000105172917791836
213.66,-73.9364161067232,0.000104945230680655
214.66,-73.9297069353386,0.000104719147495865
215.66,-73.9229653748813,0.000104494657719686
216.66,-73.9161910271299,0.000104271750927337
217.66,-73.9093834930303,0.00010405041678632
218.66,-73.9025423726186,0.00010383064505572
219.66,-73.895667264942,0.000103612425585506
220.66,-73.8887577679794,0.000103395748315843
221.66,-73.8818134785601,0.000103180603276405
222.66,-73.8748339922816,0.000102966980585701
223.66,-73.8678189034266,0.000102754870450405
224.66,-73.8607678048782,0.000102544263164691
225.66,-73.8536802880341,0.000102335149109578
226.66,-73.8465559427195,0.000102127518752278
227.66,-73.8393943570989,0.000101921362645557
228.66,-73.8321951175859,0.000101716671427094
229.66,-73.8249578087524,0.000101513435818854
230.66,-73.8176820132358,0.000101311646626468
231.66,-73.8103673116449,0.000101111294738608
232.66,-73.8030132824641,0.000100912371126391
233.66,-73.795619501957,0.000100714866842763
234.66,-73.7881855440666,0.000100518773021913
235.66,-73.7807109803158,0.00010032408087868
236.66,-73.773195379705,0.000100130781707974
237.66,-73.765638308608,9.99388668841959e-05
238.66,-73.7580393306672,9.97483278606738e-05
239.66,-73.7503980066857,9.95591561690995e-05
240.66,-73.7427138945178,9.93713434189746e-05
241.66,-73.7349865489588,9.91848812970625e-05
242.66,-73.7272155216307,9.89997615668476e-05
243.66,-73.719400360868,9.88159760680015e-05
244.66,-73.7115406115998,9.86335167158561e-05
245.66,-73.7036358152306,9.84523755008837e-05
246.66,-73.6956855095189,9.82725444881837e-05
247.66,-73.6876892284528,9.80940158169768e-05
248.66,-73.6796465021243,9.79167817001059e-05
249.66,-73.6715568566005,9.77408344235444e-05
250.66,-73.6634198137924,9.75661663459107e-05
251.66,-73.6552348913212,9.73927698979909e-05
252.66,-73.6470016023824,9.72206375822679e-05
253.66,-73.6387194556066,9.70497619724579e-05
254.66,-73.6303879549176,9.68801357130539e-05
255.66,-73.6220065993882,9.67117515188768e-05
256.66,-73.6135748830925,9.6544602174633e-05
257.66,-73.6050922949555,9.63786805344801e-05
258.66,-73.5965583185991,9.62139795215998e-05
259.66,-73.5879724321856,9.60504921277771e-05
260.66,-73.5793341082575,9.58882114129886e-05
261.66,-73.5706428135738,9.57271305049969e-05
262.66,-73.5618980089428,9.5567242598953e-05
263.66,-73.5530991490519,9.54085409570063e-05
264.66,-73.5442456822927,9.52510189079221e-05
265.66,-73.5353370505828,9.50946698467064e-05
266.66,-73.526372689184,9.49394872342393e-05
267.66,-73.5173520265155,9.4785464596915e-05
268.66,-73.5082744839637,9.46325955262905e-05
269.66,-73.4991394756873,9.4480873678742e-05
270.66,-73.4899464084181,9.43302927751289e-05
271.66,-73.4806946812567,9.41808466004659e-05
272.66,-73.4713836854643,9.40325290036039e-05
273.66,-73.4620128042489,9.3885333896918e-05
274.66,-73.4525814125465,9.37392552560046e-05
275.66,-73.4430888767974,9.35942871193864e-05
276.66,-73.4335345547168,9.34504235882259e-05
277.66,-73.42391779506,9.33076588260473e-05
278.66,-73.4142379373819,9.31659870584678e-05
279.66,-73.40449431179,9.30254025729363e-05
280.66,-73.3946862386922,9.28858997184819e-05
281.66,-73.3848130285374,9.2747472905471e-05
282.66,-73.3748739815502,9.26101166053736e-05
283.66,-73.3648683874583,9.24738253505385e-05
284.66,-73.3547955252132,9.23385937339781e-05
285.66,-73.3446546627038,9.22044164091622e-05
286.66,-73.3344450564622,9.20712880898219e-05
287.66,-73.3241659513619,9.19392035497627e-05
288.66,-73.3138165803083,9.18081576226879e-05
289.66,-73.3033961639204,9.16781452020313e-05
290.66,-73.2929039102043,9.15491612408011e-05
291.66,-73.282339014218,9.14212007514331e-05
292.66,-73.271700657727,9.12942588056551e-05
293.66,-73.2609880088497,9.11683305343613e-05
294.66,-73.2502002216945,9.10434111274988e-05
295.66,-73.2393364359851,9.09194958339634e-05
296.66,-73.2283957766769,9.07965799615084e-05
297.66,-73.217377353561,9.06746588766637e-05
298.66,-73.2062802608583,9.05537280046674e-05
299.66,-73.1951035768012,9.04337828294087e-05
300.66,-73.1838463632032,9.03148188933835e-05
301.66,-73.1725076650165,9.0196831797662e-05
302.66,-73.161086509876,9.00798172018698e-05
303.66,-73.1495819076305,8.99637708241808e-05
304.66,-73.1379928498596,8.98486884413245e-05
305.66,-73.1263183093762,8.97345658886064e-05
306.66,-73.114557239714,8.9621399059942e-05
307.66,-73.1027085745994,8.95091839079058e-05
308.66,-73.0907712274078,8.93979164437941e-05
309.66,-73.0787440906025,8.92875927377029e-05
310.66,-73.0666260351565,8.91782089186217e-05
311.66,-73.0544159099564,8.90697611745422e-05
312.66,-73.0421125411872,8.89622457525832e-05
313.66,-73.0297147316984,8.88556589591325e-05
314.66,-73.0172212603492,8.87499971600054e-05
315.66,-73.0046308813329,8.86452567806205e-05
316.66,-72.9919423234795,8.85414343061936e-05
317.66,-72.9791542895363,8.84385262819497e-05
318.66,-72.9662654554235,8.83365293133546e-05
319.66,-72.9532744694669,8.82354400663649e-05
320.66,-72.9401799516042,8.8135255267699e-05
321.66,-72.9269804925646,8.80359717051282e-05
322.66,-72.9136746530218,8.79375862277889e-05
323.66,-72.9002609627172,8.78400957465173e-05
324.66,-72.8867379195542,8.77434972342062e-05
325.66,-72.8731039886604,8.76477877261852e-05
326.66,-72.8593576014183,8.75529643206247e-05
327.66,-72.8454971544615,8.74590241789654e-05
328.66,-72.8315210086361,8.73659645263726e-05
329.66,-72.8174274879256,8.72737826522172e-05
330.66,-72.8032148783369,8.71824759105848e-05
331.66,-72.7888814267469,8.70920417208116e-05
332.66,-72.7744253397075,8.70024775680512e-05
333.66,-72.7598447822072,8.69137810038704e-05
334.66,-72.7451378763869,8.68259496468771e-05
335.66,-72.7303027002088,8.67389811833805e-05
336.66,-72.7153372860761,8.66528733680846e-05
337.66,-72.7002396194008,8.65676240248173e-05
338.66,-72.6850076371173,8.64832310472949e-05
339.66,-72.66963922614,8.63996923999244e-05
340.66,-72.6541322217623,8.63170061186454e-05
341.66,-72.6384844059929,8.62351703118112e-05
342.66,-72.6226935058288,8.61541831611128e-05
343.66,-72.6067571914604,8.60740429225464e-05
344.66,-72.5906730744051,8.59947479274261e-05
345.66,-72.5744387055686,8.59162965834436e-05
346.66,-72.5580515732275,8.58386873757776e-05
347.66,-72.5415091009309,8.57619188682535e-05
348.66,-72.5248086453173,8.56859897045571e-05
349.66,-72.507947493842,8.56108986095028e-05
350.66,-72.490922862411,8.55366443903604e-05
351.66,-72.4737318929169,8.54632259382416e-05
352.66,-72.4563716506711,8.53906422295493e-05
353.66,-72.438839121729,8.53188923274923e-05
354.66,-72.4211312101,8.52479753836687e-05
355.66,-72.4032447348396,8.51778906397205e-05
356.66,-72.3851764270149,8.51086374290625e-05
357.66,-72.3669229265386,8.50402151786895e-05
358.66,-72.3484807788642,8.49726234110648e-05
359.66,-72.3298464315346,8.49058617460939e-05
360.66,-72.3110162305773,8.48399299031873e-05
361.66,-72.2919864167375,8.47748277034169e-05
362.66,-72.2727531215407,8.47105550717699e-05
363.66,-72.2533123631745,8.46471120395055e-05
364.66,-72.2336600421817,8.45844987466185e-05
365.66,-72.2137919369523,8.45227154444158e-05
366.66,-72.1937036990051,8.44617624982113e-05
367.66,-72.173390848045,8.44016403901445e-05
368.66,-72.1528487667858,8.43423497221293e-05
369.66,-72.132072695523,8.42838912189402e-05
370.66,-72.1110577264431,8.42262657314418e-05
371.66,-72.089798797655,8.41694742399702e-05
372.66,-72.0682906869255,8.4113517857873e-05
373.66,-72.0465280051026,8.40583978352173e-05
374.66,-72.0245051892082,8.40041155626745e-05
375.66,-72.0022164951792,8.39506725755906e-05
376.66,-71.9796559902369,8.38980705582528e-05
377.66,-71.9568175448613,8.38463113483638e-05
378.66,-71.9336948243458,8.3795396941733e-05
379.66,-71.9102812799067,8.37453294971999e-05
380.66,-71.8865701393183,8.36961113418003e-05
381.66,-71.8625543970456,8.36477449761904e-05
382.66,-71.8382268038392,8.36002330803431e-05
383.66,-71.8135798557603,8.35535785195336e-05
384.66,-71.7886057825975,8.35077843506294e-05
385.66,-71.7632965356338,8.34628538287048e-05
386.66,-71.7376437747226,8.34187904139979e-05
387.66,-71.7116388546247,8.33755977792326e-05
388.66,-71.685272810555,8.3333279817326e-05
389.66,-71.6585363428866,8.32918406495075e-05
390.66,-71.6314198009511,8.3251284633874e-05
391.66,-71.6039131658728,8.32116163744085e-05
392.66,-71.5760060323674,8.31728407304948e-05
393.66,-71.5476875894303,8.31349628269564e-05
394.66,-71.5189465998336,8.3097988064658e-05
395.66,-71.4897713783439,8.30619221317052e-05
396.66,-71.4601497685654,8.30267710152821e-05
397.66,-71.4300691183041,8.29925410141727e-05
398.66,-71.3995162533405,8.29592387520107e-05
399.66,-71.368477449487,8.29268711913108e-05
400.66,-71.3369384027962,8.28954456483357e-05
401.66,-71.3048841977734,8.28649698088579e-05
402.66,-71.2722992734318,8.28354517448839e-05
403.66,-71.2391673870173,8.28068999324086e-05
404.66,-71.2054715752087,8.27793232702786e-05
405.66,-71.1711941125831,8.27527311002466e-05
406.66,-71.1363164671161,8.27271332283095e-05
407.66,-71.1008192524622,8.27025399474284e-05
408.66,-71.0646821767342,8.26789620617393e-05
409.66,-71.0278839874757,8.26564109123735e-05
410.66,-70.9904024124851,8.26348984050172e-05
411.66,-70.9522140961146,8.26144370393533e-05
412.66,-70.9132945306302,8.25950399405407e-05
413.66,-70.8736179821703,8.25767208929036e-05
414.66,-70.8331574107923,8.25594943760196e-05
415.66,-70.7918843840386,8.25433756034148e-05
416.66,-70.7497689833904,8.2528380564095e-05
417.66,-70.7067797029031,8.25145260671676e-05
418.66,-70.6628833392368,8.25018297898354e-05
419.66,-70.6180448722005,8.24903103290722e-05
420.66,-70.5722273348244,8.2479987257327e-05
421.66,-70.525391671851,8.2470881182642e-05
422.66,-70.4774965853997,8.24630138136097e-05
423.66,-70.4284983664013,8.245640802965e-05
424.66,-70.3783507102157,8.245108795714e-05
425.66,-70.3270045146407,8.24470790519937e-05
426.66,-70.274407658275,8.24444081893651e-05
427.66,-70.2205047569272,8.24431037612268e-05
428.66,-70.1652368954332,8.24431957826775e-05
429.66,-70.1085413318781,8.24447160079359e-05
430.66,-70.0503511707789,8.24476980571097e-05
431.66,-69.9905950012777,8.24521775549725e-05
432.66,-69.9291964957985,8.24581922831501e-05
433.66,-69.8660739639226,8.24657823473155e-05
434.66,-69.8011398554086,8.2474990361219e-05
435.66,-69.7343002053093,8.2485861649649e-05
436.66,-69.6654540129744,8.24984444727293e-05
437.66,-69.5944925453476,8.251279027433e-05
438.66,-69.5212985533087,8.25289539577996e-05
439.66,-69.4457453878251,8.25469941927452e-05
440.66,-69.3676960002765,8.25669737571931e-05
441.66,-69.2870018084083,8.25889599201981e-05
442.66,-69.203501405829,8.26130248708403e-05
443.66,-69.1170190886328,8.26392462006038e-05
444.66,-69.0273631674,8.26677074474063e-05
445.66,-68.9343240262357,8.26984987110963e-05
446.66,-68.8376718823109,8.27317173521304e-05
447.66,-68.737154189112,8.27674687874666e-05
448.66,-68.6324926136856,8.28058674005855e-05
449.66,-68.5233795017908,8.28470375861249e-05
450.66,-68.4094737239533,8.28911149540845e-05
451.66,-68.2903957685069,8.29382477241946e-05
452.66,-68.165721912799,8.29885983481922e-05
453.66,-68.0349772580567,8.30423454069004e-05
454.66,-67.8976273530909,8.3099685840807e-05
455.66,-67.7530680515652,8.31608375882004e-05
456.66,-67.6006131391117,8.32260427251064e-05
457.66,-67.4394791187321,8.3295571228066e-05
458.66,-67.2687663388487,8.33697255167799e-05
459.66,-67.0874353629344,8.34488459825352e-05
460.66,-66.8942770745788,8.35333177756513e-05
461.66,-66.6878744279296,8.36235792192093e-05
462.66,-66.4665528971199,8.37201323497237e-05
463.66,-66.2283153986606,8.38235562779692e-05
464.66,-65.9707555085793,8.3934524346439e-05
465.66,-65.6909397489197,8.40538264855429e-05
466.66,-65.3852448394967,8.41823988254684e-05
467.66,-65.0491277749023,8.43213636551434e-05
468.66,-64.6767929222199,8.44720845039834e-05
469.66,-64.2606962482753,8.46362439598984e-05
470.66,-63.7907825553063,8.48159568114141e-05
471.66,-63.2532664925475,8.50139402328908e-05
472.66,-62.6285952468808,8.52337804313708e-05
473.66,-61.8852918325497,8.54805276118582e-05
474.66,-60.9737313703724,8.57614355577418e-05
475.66,-59.8121536117,8.60873272028605e-05
476.399092151204,-58.7086570903598,8.63669876108906e-05
477.006753854784,-57.556734625787,8.66306748416266e-05
477.503853801049,-56.3623173472683,8.68769890736527e-05
477.911591887561,-55.1259028221553,8.71067141334589e-05
478.319329974072,-53.5314738237335,8.73708845871654e-05
478.608878759906,-52.0704133361009,8.7587253532818e-05
478.844499764728,-50.5787323848587,8.77878609642869e-05
479.080120769551,-48.6893086109703,8.80193536715656e-05
479.254996930968,-46.9249776196123,8.82190381073379e-05
479.429873092385,-44.7328443726976,8.8453118712846e-05
479.563337827037,-42.6862761721773,8.866468648792e-05
479.696802561688,-40.2438808888751,8.89179420700339e-05
479.830267296339,-37.3622026189837,8.923289286392e-05
479.963732030991,-34.0648947505825,8.9641836112682e-05
480.097196765642,-30.4906132400318,9.01941857901511e-05
480.201715608815,-27.6574481068246,9.07687942787881e-05
480.306234451988,-24.9396259734468,9.15071771880827e-05
480.410753295161,-22.4177033514727,9.24397035087454e-05
480.515272138335,-20.1057790615693,9.35860433212289e-05
480.600990516231,-18.341386428825,9.46912604020478e-05
480.686708894127,-16.6542528391188,9.59417872543458e-05
480.772427272023,-15.0095752642541,9.73298271779269e-05
480.858145649919,-13.3817254264288,9.88441557305906e-05
480.943864027815,-11.7541907812214,0.000100470763495129
481.083995650481,-9.07745422472948,0.000103327746762626
481.177142251813,-7.28107270631646,0.000105330604877447
481.251159299291,-5.85011197823877,0.000106961671344886
481.325176346769,-4.42333984342187,0.000108614177215691
481.399193394247,-3.00760412679405,0.000110276318830018
481.473210441725,-1.6098490917625,0.000111937070083589
481.547227489203,-0.236930700500073,0.000113586352465194
481.639485625633,1.42992911476215,0.000115612567581947
481.731743762063,3.03756493796262,0.000117592619017096
481.824001898493,4.57766963239118,0.000119515379812323
481.916260034923,6.04451095716621,0.000121373020125409
482.008518171353,7.43475268220631,0.0001231607475041
482.100776307783,8.74717637206395,0.00012487647145329
482.215671699017,10.2738035553794,0.000126912952573305
482.330567090252,11.6849344754114,0.00012884256746987
482.445462481487,12.9872391086734,0.000130672913261161
482.560357872722,14.1887573715942,0.000132413470001503
482.675253263956,15.2981112131815,0.000134074601305403
482.790148655191,16.3238704805226,0.000135666719178519
482.972398281013,17.7987471014691,0.000138074254153737
483.115735383289,18.8435284498219,0.00013988591151631
483.259072485565,19.7990481847531,0.000141640539507283
483.402409587841,20.6742487572515,0.000143348962057517
483.545746690117,21.4764257821117,0.000145019725148036
483.689083792393,22.2114770582712,0.00014665948238988
483.832420894669,22.8842258412431,0.000148273350607569
483.977119736325,23.504421433752,0.000149880332953451
484.079873922073,23.9109808632647,0.000151009712571912
484.182628107821,24.290880146214,0.000152130460364041
484.28538229357,24.6453336183857,0.000153243453300207
484.388136479318,24.9755449673532,0.000154349469079863
484.490890665067,25.2826947088601,0.000155449214647708
484.593644850815,25.567916917489,0.000156543344767629
484.710185644809,25.8662883203682,0.000157778249712662
484.826726438802,26.139552541955,0.000159007550170148
484.943267232796,26.3893277271601,0.000160232019645421
485.059808026789,26.6171279889239,0.000161452371297345
485.176348820783,26.8244592148074,0.000162669269615624
485.292889614777,27.0128797572192,0.000163883337760863
485.40943040877,27.1838279673773,0.000165095145565666
485.547366447829,27.365379273184,0.000166527206012821
485.685302486887,27.5264128924117,0.000167957596805081
485.823238525946,27.6689886427884,0.000169387017596922
485.961174565004,27.795047058952,0.000170816084653286
486.099110604062,27.9063764913046,0.000172245330501528
486.237046643121,28.004622740481,0.000173675210705844
486.471969587123,28.1461096146596,0.000176113012206865
486.706892531125,28.2607361372537,0.00017855522994295
486.941815475127,28.3542566532043,0.000181002856445826
487.176738419129,28.4315287942884,0.000183456462132425
487.411661363131,28.4965954465048,0.000185916256394486
487.646584307133,28.5527778085027,0.00018838214403078
487.980081046139,28.6224618739225,0.000191892475485747
488.313577785145,28.6854501352723,0.00019541267016754
488.647074524151,28.745791523086,0.00019894041159241
488.980571263157,28.80614630728,0.000202472963891334
489.314068002163,28.8681083292114,0.000206007315150189
489.647564741169,28.9324594171014,0.000209540283304234
490.134674003492,29.0310896458929,0.000214691344995412
490.621783265816,29.1341475796073,0.000219822298160054
491.108892528139,29.2394859391878,0.000224923185416572
491.596001790462,29.3445390853795,0.000229984554761809
492.083111052785,29.4466748026823,0.000234997589783532
492.570220315108,29.543393358118,0.000239954201294426
493.436249661736,29.6954823411872,0.000248605238828051
494.302279008364,29.8143482484205,0.000257021945722456
495.168308354992,29.8953167140408,0.000265180590912693
496.03433770162,29.9385369562758,0.000273067526879504
496.900367048248,29.9476049340819,0.000280678343868841
497.766396394875,29.9280274322033,0.000288016354655067
498.766396394875,29.8781489829935,0.000296162939541133
499.766396394875,29.8087692359081,0.000303979583173678
500.766396394875,29.7303468557906,0.000311491560637649
501.766396394875,29.6524525286599,0.000318725466287653
502.766396394875,29.5827345075569,0.000325706849482731
503.766396394875,29.5263914674699,0.00033246024686276
504.766396394875,29.4869095745504,0.000339005051919256
505.766396394875,29.4665668884834,0.000345358300276768
506.766396394875,29.4666026763254,0.000351534773883454
507.766396394875,29.4875203013629,0.000357546203213167
508.766396394875,29.529049632163,0.000363403212099474
509.766396394875,29.5901603928916,0.000369114502784672
510.766396394875,29.6693488437906,0.000374686797139505
511.766396394875,29.7649298892694,0.000380125426140146
512.766396394875,29.8752307867781,0.000385434841573046
513.766396394875,29.9986537409676,0.000390618875438403
514.766396394875,30.1336524144469,0.000395680864567997
515.766396394875,30.2787030640325,0.000400623753494173
516.766396394875,30.4322967174633,0.000405450225509437
517.766396394875,30.5930055600809,0.000410162780057314
518.766396394875,30.7595322748693,0.000414763850547801
519.766396394875,30.9306958965008,0.000419255872107348
520.766396394875,31.1053953867004,0.000423641286918805
521.766396394875,31.2825999674454,0.000427922552363801
522.766396394875,31.4613657397421,0.000432102174045202
523.766396394875,31.6408486159639,0.000436182731426312
