time_trimmed,Vm,Cai
101906.672959394,-70.550032332869,0.000215981399040035
101907.672959394,-70.5028315249597,0.000215549486304525
101908.672959394,-70.4547793530901,0.000215120728848648
101909.672959394,-70.405844341098,0.000214695137190329
101910.672959394,-70.355993325116,0.000214272722887124
101911.672959394,-70.3051913364339,0.000213853498595041
101912.672959394,-70.2534014741785,0.000213437478131904
101913.672959394,-70.2005847667416,0.00021302467654568
101914.672959394,-70.1467000207516,0.000212615110188244
101915.672959394,-70.0917036562361,0.000212208796795137
101916.672959394,-70.0355495264474,0.000211805755571885
101917.672959394,-69.978188720623,0.000211406007287587
101918.672959394,-69.9195693477237,0.000211009574376484
101919.672959394,-69.8596362989288,0.000210616481048384
101920.672959394,-69.7983309863567,0.000210226753408875
101921.672959394,-69.7355910551269,0.000209840419590409
101922.672959394,-69.6713500654635,0.000209457509895459
101923.672959394,-69.6055371410559,0.000209078056953135
101924.672959394,-69.5380765793276,0.000208702095890814
101925.672959394,-69.4688874185987,0.000208329664522568
101926.672959394,-69.3978829563446,0.000207960803556415
101927.672959394,-69.3249702118284,0.000207595556822731
101928.672959394,-69.2500493252876,0.000207233971526489
101929.672959394,-69.1730128845471,0.000206876098526406
101930.672959394,-69.0937451683735,0.000206521992644557
101931.672959394,-69.0121212940083,0.000206171713010576
101932.672959394,-68.9280062540654,0.000205825323445246
101933.672959394,-68.8412538252459,0.000205482892889074
101934.672959394,-68.751705328006,0.000205144495882405
101935.672959394,-68.6591882122612,0.000204810213104791
101936.672959394,-68.5635144392318,0.000204480131982723
101937.672959394,-68.4644786233991,0.000204154347376517
101938.672959394,-68.3618558909149,0.000203832962359239
101939.672959394,-68.2553994012982,0.00020351608910304
101940.672959394,-68.1448374672975,0.000203203849891455
101941.672959394,-68.029870192686,0.000202896378280051
101942.672959394,-67.91016552851,0.000202593820432692
101943.672959394,-67.7853546236211,0.000202296336666756
101944.672959394,-67.6550263133983,0.000202004103248388
101945.672959394,-67.5187205489353,0.000201717314488685
101946.672959394,-67.375920514203,0.000201436185204448
101947.672959394,-67.22604310594,0.000201160953623515
101948.672959394,-67.0684273533911,0.000200891884836335
101949.672959394,-66.9023202225284,0.000200629274923918
101950.672959394,-66.7268590674708,0.00020037345593053
101951.672959394,-66.5410497387999,0.000200124801901162
101952.672959394,-66.3437390016395,0.000199883736274731
101953.672959394,-66.1335794054899,0.000199650741022492
101954.672959394,-65.9089840042553,0.000199426368060276
101955.672959394,-65.6680672230886,0.000199211253662797
101956.672959394,-65.4085665034369,0.000199006136900124
101957.672959394,-65.1277367855469,0.000198811883551651
101958.672959394,-64.8222058179634,0.000198629517616987
101959.672959394,-64.4877716693563,0.000198460263582143
101960.672959394,-64.1191127414975,0.000198305604271884
101961.672959394,-63.7093613970979,0.000198167361899832
101962.672959394,-63.2494577954112,0.000198047814725338
101963.672959394,-62.7271356591178,0.000197949870364869
101964.672959394,-62.1252635872261,0.000197877333159641
101965.672959394,-61.4170288421396,0.000197835531979305
101966.672959394,-60.5617026100618,0.000197831944069049
101967.672959394,-59.4947209614751,0.000197877440796738
101968.472996043,-58.4145155163809,0.000197960430122367
101969.273032693,-57.0144531121795,0.000198100745213888
101969.829199273,-55.7475996618979,0.000198244818087451
101970.270152383,-54.4757778266865,0.000198396787655254
101970.711105493,-52.8381753756631,0.000198595564255741
101971.022496697,-51.3523689341914,0.000198775119061189
101971.276829183,-49.8406205648497,0.000198955546882372
101971.53116167,-47.9470019675305,0.000199178811679122
101971.724090327,-46.1631474074978,0.000199388261211234
101971.917018984,-43.9824298453882,0.000199647868006348
101972.070387542,-41.9002770710823,0.000199905308761605
101972.223756101,-39.4683341760871,0.000200228753701087
101972.377124659,-36.6899346497362,0.000200648866606635
101972.530493218,-33.6429105107198,0.000201212122698107
101972.683861776,-30.4909882090211,0.000201983401648636
101972.805858716,-28.0487339207262,0.000202798210154836
101972.927855657,-25.7521380398205,0.000203834729337087
101973.049852597,-23.6260941256865,0.000205124080137186
101973.171849538,-21.6439049979534,0.000206683617057816
101973.293846478,-19.7524310586237,0.000208516190754051
101973.415843419,-17.8995209399046,0.000210612704746826
101973.53784036,-16.0460764691284,0.00021295450838767
101973.6598373,-14.1685448761004,0.000215515180872399
101973.795818355,-12.0366642838199,0.000218586082402293
101973.895323955,-10.4505883313584,0.000220949087141483
101973.994829555,-8.85047297456285,0.000223383865998798
101974.076665598,-7.53087948824734,0.000225423170173665
101974.158501642,-6.21495018196015,0.000227481428852276
101974.240337686,-4.90937467342159,0.000229545687651527
101974.322173729,-3.62079206493907,0.000231603667129407
101974.404009773,-2.35552020481478,0.00023364403375003
101974.500652002,-0.899174499087828,0.000236017034230028
101974.597294231,0.508508393055526,0.000238336993290634
101974.69393646,1.86108392676267,0.000240592473759834
101974.79057869,3.15384605614873,0.000242774908280521
101974.887220919,4.38372300641916,0.000244878441546123
101974.983863148,5.54915578632373,0.000246899736051508
101975.136578199,7.25910364582603,0.000249923935857292
101975.289293251,8.81213519496003,0.000252745150060252
101975.442008302,10.217403121552,0.000255376547111415
101975.594723353,11.4867107517282,0.000257836232243969
101975.747438404,12.6328533687635,0.000260144383561245
101975.900153456,13.6684989702791,0.000262321324943044
101976.101862766,14.8867147968636,0.000265027317682909
101976.26828304,15.7789828045663,0.000267139734916913
101976.434703315,16.5811198904993,0.000269162402033893
101976.601123589,17.3022044145622,0.00027110941429872
101976.767543864,17.9497622997405,0.000272992055898129
101976.933964139,18.5300795847165,0.000274819252811268
101977.100384413,19.0484848722663,0.000276598002201522
101977.268696202,19.5145214040621,0.000278353327318244
101977.39402715,19.8260011158914,0.000279634626191667
101977.519358098,20.1089634113444,0.000280895753377001
101977.644689046,20.3649651096961,0.000282138126150373
101977.770019994,20.5954893382388,0.000283362989822021
101977.895350943,20.8019496654365,0.000284571464075722
101978.020681891,20.9857176487605,0.000285764574811826
101978.153178011,21.1568133908572,0.000287010236815117
101978.285674131,21.3056067509267,0.00028824081254957
101978.418170251,21.4335686851528,0.00028945724639589
101978.550666371,21.5421150430705,0.000290660411822957
101978.683162492,21.6326446930866,0.000291851121267637
101978.815658612,21.7064630532264,0.000293030127255684
101979.064518434,21.8044606473052,0.000295215347671251
101979.313378257,21.8559645617059,0.000297365815953989
